MAIN DATAFLOW_CODE,SECONDARY DATAFLOW_CODE,CL_KIDB_INDICATORS,CL_ECONOMY_CODES,PERIOD,OBS_VALUE,CL_COMMON_UNITS,CL_FREQ,CL_DECIMALS,CL_UNIT_MULT,CL_OBS_STATUS,BASE_YEAR,DATA_SOURCE,FOOTNOTE
TC,TC_TR,TR_NRV_RT_PS,AFG,2011,1197574,NO,A,0,0,A,,Asian Development Bank,Mode specific vehicle registrations refer to the number of newly (first-time) registered vehicle registered to the authorities. We report cumulative number of vehicle registrations.
TC,TC_TR,TR_NRV_RT_PS,AFG,2012,1711817,NO,A,0,0,A,,Asian Development Bank,Mode specific vehicle registrations refer to the number of newly (first-time) registered vehicle registered to the authorities. We report cumulative number of vehicle registrations.
TC,TC_TR,TR_NRV_RT_PS,AFG,2013,1780518,NO,A,0,0,A,,Asian Development Bank,Mode specific vehicle registrations refer to the number of newly (first-time) registered vehicle registered to the authorities. We report cumulative number of vehicle registrations.
TC,TC_TR,TR_NRV_RT_PS,AFG,2014,1811903,NO,A,0,0,A,,Asian Development Bank,Mode specific vehicle registrations refer to the number of newly (first-time) registered vehicle registered to the authorities. We report cumulative number of vehicle registrations.
TC,TC_TR,TR_NRV_RT_PS,AFG,2015,1831900,NO,A,0,0,A,,Asian Development Bank,Mode specific vehicle registrations refer to the number of newly (first-time) registered vehicle registered to the authorities. We report cumulative number of vehicle registrations.
TC,TC_TR,TR_NRV_RT_PS,AFG,2016,1849199,NO,A,0,0,A,,Asian Development Bank,Mode specific vehicle registrations refer to the number of newly (first-time) registered vehicle registered to the authorities. We report cumulative number of vehicle registrations.
TC,TC_TR,TR_NRV_RT_PS,AFG,2017,1933931,NO,A,0,0,A,,Asian Development Bank,Mode specific vehicle registrations refer to the number of newly (first-time) registered vehicle registered to the authorities. We report cumulative number of vehicle registrations.
TC,TC_TR,TR_NRV_RT_PS,AFG,2018,1927387,NO,A,0,0,A,,Asian Development Bank,Mode specific vehicle registrations refer to the number of newly (first-time) registered vehicle registered to the authorities. We report cumulative number of vehicle registrations.
TC,TC_TR,TR_NRV_RT_PS,AFG,2019,1978846,NO,A,0,0,A,,Asian Development Bank,Mode specific vehicle registrations refer to the number of newly (first-time) registered vehicle registered to the authorities. We report cumulative number of vehicle registrations.
TC,TC_TR,TR_NRV_RT_PS,AFG,2020,2009407,NO,A,0,0,A,,Asian Development Bank,Mode specific vehicle registrations refer to the number of newly (first-time) registered vehicle registered to the authorities. We report cumulative number of vehicle registrations.
TC,TC_TR,TR_NRV_RT_PS,AFG,2021,2011692,NO,A,0,0,A,,Asian Development Bank,Mode specific vehicle registrations refer to the number of newly (first-time) registered vehicle registered to the authorities. We report cumulative number of vehicle registrations.
TC,TC_TR,TR_NRV_RT_PS,AFG,2022,2020589,NO,A,0,0,A,,Asian Development Bank,Mode specific vehicle registrations refer to the number of newly (first-time) registered vehicle registered to the authorities. We report cumulative number of vehicle registrations.
TC,TC_TR,TR_NRV_RT_PS,AFG,2023,2326538,NO,A,0,0,A,,Asian Development Bank,Mode specific vehicle registrations refer to the number of newly (first-time) registered vehicle registered to the authorities. We report cumulative number of vehicle registrations.
TC,TC_TR,TR_NRV_RT_PS,AUS,2000,0,NO,A,0,0,A,,Asian Development Bank,Mode specific vehicle registrations refer to the number of newly (first-time) registered vehicle registered to the authorities. We report cumulative number of vehicle registrations.
TC,TC_TR,TR_NRV_RT_PS,AUS,2001,12476767,NO,A,0,0,A,,Asian Development Bank,Mode specific vehicle registrations refer to the number of newly (first-time) registered vehicle registered to the authorities. We report cumulative number of vehicle registrations.
TC,TC_TR,TR_NRV_RT_PS,AUS,2002,12821961,NO,A,0,0,A,,Asian Development Bank,Mode specific vehicle registrations refer to the number of newly (first-time) registered vehicle registered to the authorities. We report cumulative number of vehicle registrations.
TC,TC_TR,TR_NRV_RT_PS,AUS,2003,13162959,NO,A,0,0,A,,Asian Development Bank,Mode specific vehicle registrations refer to the number of newly (first-time) registered vehicle registered to the authorities. We report cumulative number of vehicle registrations.
TC,TC_TR,TR_NRV_RT_PS,AUS,2004,13533071,NO,A,0,0,A,,Asian Development Bank,Mode specific vehicle registrations refer to the number of newly (first-time) registered vehicle registered to the authorities. We report cumulative number of vehicle registrations.
TC,TC_TR,TR_NRV_RT_PS,AUS,2005,13920105,NO,A,0,0,A,,Asian Development Bank,Mode specific vehicle registrations refer to the number of newly (first-time) registered vehicle registered to the authorities. We report cumulative number of vehicle registrations.
TC,TC_TR,TR_NRV_RT_PS,AUS,2006,14358684,NO,A,0,0,A,,Asian Development Bank,Mode specific vehicle registrations refer to the number of newly (first-time) registered vehicle registered to the authorities. We report cumulative number of vehicle registrations.
TC,TC_TR,TR_NRV_RT_PS,AUS,2007,14780210,NO,A,0,0,A,,Asian Development Bank,Mode specific vehicle registrations refer to the number of newly (first-time) registered vehicle registered to the authorities. We report cumulative number of vehicle registrations.
TC,TC_TR,TR_NRV_RT_PS,AUS,2008,15296542,NO,A,0,0,A,,Asian Development Bank,Mode specific vehicle registrations refer to the number of newly (first-time) registered vehicle registered to the authorities. We report cumulative number of vehicle registrations.
TC,TC_TR,TR_NRV_RT_PS,AUS,2009,15674436,NO,A,0,0,A,,Asian Development Bank,Mode specific vehicle registrations refer to the number of newly (first-time) registered vehicle registered to the authorities. We report cumulative number of vehicle registrations.
TC,TC_TR,TR_NRV_RT_PS,AUS,2010,16061100,NO,A,0,0,A,,Asian Development Bank,Mode specific vehicle registrations refer to the number of newly (first-time) registered vehicle registered to the authorities. We report cumulative number of vehicle registrations.
TC,TC_TR,TR_NRV_RT_PS,AUS,2011,16368383,NO,A,0,0,A,,Asian Development Bank,Mode specific vehicle registrations refer to the number of newly (first-time) registered vehicle registered to the authorities. We report cumulative number of vehicle registrations.
TC,TC_TR,TR_NRV_RT_PS,AUS,2012,16741644,NO,A,0,0,A,,Asian Development Bank,Mode specific vehicle registrations refer to the number of newly (first-time) registered vehicle registered to the authorities. We report cumulative number of vehicle registrations.
TC,TC_TR,TR_NRV_RT_PS,AUS,2013,17180596,NO,A,0,0,A,,Asian Development Bank,Mode specific vehicle registrations refer to the number of newly (first-time) registered vehicle registered to the authorities. We report cumulative number of vehicle registrations.
TC,TC_TR,TR_NRV_RT_PS,AUS,2014,17633493,NO,A,0,0,A,,Asian Development Bank,Mode specific vehicle registrations refer to the number of newly (first-time) registered vehicle registered to the authorities. We report cumulative number of vehicle registrations.
TC,TC_TR,TR_NRV_RT_PS,AUS,2015,18007767,NO,A,0,0,A,,Asian Development Bank,Mode specific vehicle registrations refer to the number of newly (first-time) registered vehicle registered to the authorities. We report cumulative number of vehicle registrations.
TC,TC_TR,TR_NRV_RT_PS,AUS,2016,18387136,NO,A,0,0,A,,Asian Development Bank,Mode specific vehicle registrations refer to the number of newly (first-time) registered vehicle registered to the authorities. We report cumulative number of vehicle registrations.
TC,TC_TR,TR_NRV_RT_PS,AUS,2017,18781204,NO,A,0,0,A,,Asian Development Bank,Mode specific vehicle registrations refer to the number of newly (first-time) registered vehicle registered to the authorities. We report cumulative number of vehicle registrations.
TC,TC_TR,TR_NRV_RT_PS,AUS,2018,19173279,NO,A,0,0,A,,Asian Development Bank,Mode specific vehicle registrations refer to the number of newly (first-time) registered vehicle registered to the authorities. We report cumulative number of vehicle registrations.
TC,TC_TR,TR_NRV_RT_PS,AUS,2019,19505241,NO,A,0,0,A,,Asian Development Bank,Mode specific vehicle registrations refer to the number of newly (first-time) registered vehicle registered to the authorities. We report cumulative number of vehicle registrations.
TC,TC_TR,TR_NRV_RT_PS,AUS,2020,19805331,NO,A,0,0,A,,Asian Development Bank,Mode specific vehicle registrations refer to the number of newly (first-time) registered vehicle registered to the authorities. We report cumulative number of vehicle registrations.
TC,TC_TR,TR_NRV_RT_PS,AUS,2021,20267832,NO,A,0,0,A,,Asian Development Bank,Mode specific vehicle registrations refer to the number of newly (first-time) registered vehicle registered to the authorities. We report cumulative number of vehicle registrations.
TC,TC_TR,TR_NRV_RT_PS,AUS,2022,20678174,NO,A,0,0,A,,Asian Development Bank,Mode specific vehicle registrations refer to the number of newly (first-time) registered vehicle registered to the authorities. We report cumulative number of vehicle registrations.
TC,TC_TR,TR_NRV_RT_PS,AUS,2023,21158257,NO,A,0,0,A,,Asian Development Bank,Mode specific vehicle registrations refer to the number of newly (first-time) registered vehicle registered to the authorities. We report cumulative number of vehicle registrations.
TC,TC_TR,TR_NRV_RT_PS,AUS,2024,21736966,NO,A,0,0,A,,Asian Development Bank,Mode specific vehicle registrations refer to the number of newly (first-time) registered vehicle registered to the authorities. We report cumulative number of vehicle registrations.
TC,TC_TR,TR_NRV_RT_PS,AZE,2000,445015,NO,A,0,0,A,,Asian Development Bank,Mode specific vehicle registrations refer to the number of newly (first-time) registered vehicle registered to the authorities. We report cumulative number of vehicle registrations.
TC,TC_TR,TR_NRV_RT_PS,AZE,2001,458361,NO,A,0,0,A,,Asian Development Bank,Mode specific vehicle registrations refer to the number of newly (first-time) registered vehicle registered to the authorities. We report cumulative number of vehicle registrations.
TC,TC_TR,TR_NRV_RT_PS,AZE,2002,465720,NO,A,0,0,A,,Asian Development Bank,Mode specific vehicle registrations refer to the number of newly (first-time) registered vehicle registered to the authorities. We report cumulative number of vehicle registrations.
TC,TC_TR,TR_NRV_RT_PS,AZE,2003,518773,NO,A,0,0,A,,Asian Development Bank,Mode specific vehicle registrations refer to the number of newly (first-time) registered vehicle registered to the authorities. We report cumulative number of vehicle registrations.
TC,TC_TR,TR_NRV_RT_PS,AZE,2004,559024,NO,A,0,0,A,,Asian Development Bank,Mode specific vehicle registrations refer to the number of newly (first-time) registered vehicle registered to the authorities. We report cumulative number of vehicle registrations.
TC,TC_TR,TR_NRV_RT_PS,AZE,2005,615631,NO,A,0,0,A,,Asian Development Bank,Mode specific vehicle registrations refer to the number of newly (first-time) registered vehicle registered to the authorities. We report cumulative number of vehicle registrations.
TC,TC_TR,TR_NRV_RT_PS,AZE,2006,693420,NO,A,0,0,A,,Asian Development Bank,Mode specific vehicle registrations refer to the number of newly (first-time) registered vehicle registered to the authorities. We report cumulative number of vehicle registrations.
TC,TC_TR,TR_NRV_RT_PS,AZE,2007,776096,NO,A,0,0,A,,Asian Development Bank,Mode specific vehicle registrations refer to the number of newly (first-time) registered vehicle registered to the authorities. We report cumulative number of vehicle registrations.
TC,TC_TR,TR_NRV_RT_PS,AZE,2008,862377,NO,A,0,0,A,,Asian Development Bank,Mode specific vehicle registrations refer to the number of newly (first-time) registered vehicle registered to the authorities. We report cumulative number of vehicle registrations.
TC,TC_TR,TR_NRV_RT_PS,AZE,2009,927835,NO,A,0,0,A,,Asian Development Bank,Mode specific vehicle registrations refer to the number of newly (first-time) registered vehicle registered to the authorities. We report cumulative number of vehicle registrations.
TC,TC_TR,TR_NRV_RT_PS,AZE,2010,982553,NO,A,0,0,A,,Asian Development Bank,Mode specific vehicle registrations refer to the number of newly (first-time) registered vehicle registered to the authorities. We report cumulative number of vehicle registrations.
TC,TC_TR,TR_NRV_RT_PS,AZE,2011,1039273,NO,A,0,0,A,,Asian Development Bank,Mode specific vehicle registrations refer to the number of newly (first-time) registered vehicle registered to the authorities. We report cumulative number of vehicle registrations.
TC,TC_TR,TR_NRV_RT_PS,AZE,2012,1138003,NO,A,0,0,A,,Asian Development Bank,Mode specific vehicle registrations refer to the number of newly (first-time) registered vehicle registered to the authorities. We report cumulative number of vehicle registrations.
TC,TC_TR,TR_NRV_RT_PS,AZE,2013,1235165,NO,A,0,0,A,,Asian Development Bank,Mode specific vehicle registrations refer to the number of newly (first-time) registered vehicle registered to the authorities. We report cumulative number of vehicle registrations.
TC,TC_TR,TR_NRV_RT_PS,AZE,2014,1293885,NO,A,0,0,A,,Asian Development Bank,Mode specific vehicle registrations refer to the number of newly (first-time) registered vehicle registered to the authorities. We report cumulative number of vehicle registrations.
TC,TC_TR,TR_NRV_RT_PS,AZE,2015,1322610,NO,A,0,0,A,,Asian Development Bank,Mode specific vehicle registrations refer to the number of newly (first-time) registered vehicle registered to the authorities. We report cumulative number of vehicle registrations.
TC,TC_TR,TR_NRV_RT_PS,AZE,2016,1333841,NO,A,0,0,A,,Asian Development Bank,Mode specific vehicle registrations refer to the number of newly (first-time) registered vehicle registered to the authorities. We report cumulative number of vehicle registrations.
TC,TC_TR,TR_NRV_RT_PS,AZE,2017,1345401,NO,A,0,0,A,,Asian Development Bank,Mode specific vehicle registrations refer to the number of newly (first-time) registered vehicle registered to the authorities. We report cumulative number of vehicle registrations.
TC,TC_TR,TR_NRV_RT_PS,AZE,2018,1373780,NO,A,0,0,A,,Asian Development Bank,Mode specific vehicle registrations refer to the number of newly (first-time) registered vehicle registered to the authorities. We report cumulative number of vehicle registrations.
TC,TC_TR,TR_NRV_RT_PS,AZE,2019,1422473,NO,A,0,0,A,,Asian Development Bank,Mode specific vehicle registrations refer to the number of newly (first-time) registered vehicle registered to the authorities. We report cumulative number of vehicle registrations.
TC,TC_TR,TR_NRV_RT_PS,AZE,2020,1473563,NO,A,0,0,A,,Asian Development Bank,Mode specific vehicle registrations refer to the number of newly (first-time) registered vehicle registered to the authorities. We report cumulative number of vehicle registrations.
TC,TC_TR,TR_NRV_RT_PS,AZE,2021,1566743,NO,A,0,0,A,,Asian Development Bank,Mode specific vehicle registrations refer to the number of newly (first-time) registered vehicle registered to the authorities. We report cumulative number of vehicle registrations.
TC,TC_TR,TR_NRV_RT_PS,AZE,2022,1645253,NO,A,0,0,A,,Asian Development Bank,Mode specific vehicle registrations refer to the number of newly (first-time) registered vehicle registered to the authorities. We report cumulative number of vehicle registrations.
TC,TC_TR,TR_NRV_RT_PS,AZE,2023,1738940,NO,A,0,0,A,,Asian Development Bank,Mode specific vehicle registrations refer to the number of newly (first-time) registered vehicle registered to the authorities. We report cumulative number of vehicle registrations.
TC,TC_TR,TR_NRV_RT_PS,BAN,2000,631912,NO,A,0,0,A,,Asian Development Bank,Mode specific vehicle registrations refer to the number of newly (first-time) registered vehicle registered to the authorities. We report cumulative number of vehicle registrations.
TC,TC_TR,TR_NRV_RT_PS,BAN,2001,673537,NO,A,0,0,A,,Asian Development Bank,Mode specific vehicle registrations refer to the number of newly (first-time) registered vehicle registered to the authorities. We report cumulative number of vehicle registrations.
TC,TC_TR,TR_NRV_RT_PS,BAN,2002,728237,NO,A,0,0,A,,Asian Development Bank,Mode specific vehicle registrations refer to the number of newly (first-time) registered vehicle registered to the authorities. We report cumulative number of vehicle registrations.
TC,TC_TR,TR_NRV_RT_PS,BAN,2003,786244,NO,A,0,0,A,,Asian Development Bank,Mode specific vehicle registrations refer to the number of newly (first-time) registered vehicle registered to the authorities. We report cumulative number of vehicle registrations.
TC,TC_TR,TR_NRV_RT_PS,BAN,2004,834537,NO,A,0,0,A,,Asian Development Bank,Mode specific vehicle registrations refer to the number of newly (first-time) registered vehicle registered to the authorities. We report cumulative number of vehicle registrations.
TC,TC_TR,TR_NRV_RT_PS,BAN,2005,900221,NO,A,0,0,A,,Asian Development Bank,Mode specific vehicle registrations refer to the number of newly (first-time) registered vehicle registered to the authorities. We report cumulative number of vehicle registrations.
TC,TC_TR,TR_NRV_RT_PS,BAN,2006,986079,NO,A,0,0,A,,Asian Development Bank,Mode specific vehicle registrations refer to the number of newly (first-time) registered vehicle registered to the authorities. We report cumulative number of vehicle registrations.
TC,TC_TR,TR_NRV_RT_PS,BAN,2007,1113014,NO,A,0,0,A,,Asian Development Bank,Mode specific vehicle registrations refer to the number of newly (first-time) registered vehicle registered to the authorities. We report cumulative number of vehicle registrations.
TC,TC_TR,TR_NRV_RT_PS,BAN,2008,1265121,NO,A,0,0,A,,Asian Development Bank,Mode specific vehicle registrations refer to the number of newly (first-time) registered vehicle registered to the authorities. We report cumulative number of vehicle registrations.
TC,TC_TR,TR_NRV_RT_PS,BAN,2009,1347870,NO,A,0,0,A,,Asian Development Bank,Mode specific vehicle registrations refer to the number of newly (first-time) registered vehicle registered to the authorities. We report cumulative number of vehicle registrations.
TC,TC_TR,TR_NRV_RT_PS,BAN,2010,1509028,NO,A,0,0,A,,Asian Development Bank,Mode specific vehicle registrations refer to the number of newly (first-time) registered vehicle registered to the authorities. We report cumulative number of vehicle registrations.
TC,TC_TR,TR_NRV_RT_PS,BAN,2011,1668346,NO,A,0,0,A,,Asian Development Bank,Mode specific vehicle registrations refer to the number of newly (first-time) registered vehicle registered to the authorities. We report cumulative number of vehicle registrations.
TC,TC_TR,TR_NRV_RT_PS,BAN,2012,1842567,NO,A,0,0,A,,Asian Development Bank,Mode specific vehicle registrations refer to the number of newly (first-time) registered vehicle registered to the authorities. We report cumulative number of vehicle registrations.
TC,TC_TR,TR_NRV_RT_PS,BAN,2013,1981444,NO,A,0,0,A,,Asian Development Bank,Mode specific vehicle registrations refer to the number of newly (first-time) registered vehicle registered to the authorities. We report cumulative number of vehicle registrations.
TC,TC_TR,TR_NRV_RT_PS,BAN,2014,2142083,NO,A,0,0,A,,Asian Development Bank,Mode specific vehicle registrations refer to the number of newly (first-time) registered vehicle registered to the authorities. We report cumulative number of vehicle registrations.
TC,TC_TR,TR_NRV_RT_PS,BAN,2015,2441829,NO,A,0,0,A,,Asian Development Bank,Mode specific vehicle registrations refer to the number of newly (first-time) registered vehicle registered to the authorities. We report cumulative number of vehicle registrations.
TC,TC_TR,TR_NRV_RT_PS,BAN,2016,2818752,NO,A,0,0,A,,Asian Development Bank,Mode specific vehicle registrations refer to the number of newly (first-time) registered vehicle registered to the authorities. We report cumulative number of vehicle registrations.
TC,TC_TR,TR_NRV_RT_PS,BAN,2017,3238702,NO,A,0,0,A,,Asian Development Bank,Mode specific vehicle registrations refer to the number of newly (first-time) registered vehicle registered to the authorities. We report cumulative number of vehicle registrations.
TC,TC_TR,TR_NRV_RT_PS,BAN,2018,3690000,NO,A,0,0,A,,Asian Development Bank,Mode specific vehicle registrations refer to the number of newly (first-time) registered vehicle registered to the authorities. We report cumulative number of vehicle registrations.
TC,TC_TR,TR_NRV_RT_PS,BAN,2019,4075411,NO,A,0,0,A,,Asian Development Bank,Mode specific vehicle registrations refer to the number of newly (first-time) registered vehicle registered to the authorities. We report cumulative number of vehicle registrations.
TC,TC_TR,TR_NRV_RT_PS,BAN,2020,4451671,NO,A,0,0,A,,Asian Development Bank,Mode specific vehicle registrations refer to the number of newly (first-time) registered vehicle registered to the authorities. We report cumulative number of vehicle registrations.
TC,TC_TR,TR_NRV_RT_PS,BAN,2021,4927601,NO,A,0,0,A,,Asian Development Bank,Mode specific vehicle registrations refer to the number of newly (first-time) registered vehicle registered to the authorities. We report cumulative number of vehicle registrations.
TC,TC_TR,TR_NRV_RT_PS,BAN,2022,5463420,NO,A,0,0,A,,Asian Development Bank,Mode specific vehicle registrations refer to the number of newly (first-time) registered vehicle registered to the authorities. We report cumulative number of vehicle registrations.
TC,TC_TR,TR_NRV_RT_PS,BHU,2001,18281,NO,A,0,0,A,,Asian Development Bank,Mode specific vehicle registrations refer to the number of newly (first-time) registered vehicle registered to the authorities. We report cumulative number of vehicle registrations.
TC,TC_TR,TR_NRV_RT_PS,BHU,2002,19993,NO,A,0,0,A,,Asian Development Bank,Mode specific vehicle registrations refer to the number of newly (first-time) registered vehicle registered to the authorities. We report cumulative number of vehicle registrations.
TC,TC_TR,TR_NRV_RT_PS,BHU,2003,20642,NO,A,0,0,A,,Asian Development Bank,Mode specific vehicle registrations refer to the number of newly (first-time) registered vehicle registered to the authorities. We report cumulative number of vehicle registrations.
TC,TC_TR,TR_NRV_RT_PS,BHU,2004,21814,NO,A,0,0,A,,Asian Development Bank,Mode specific vehicle registrations refer to the number of newly (first-time) registered vehicle registered to the authorities. We report cumulative number of vehicle registrations.
TC,TC_TR,TR_NRV_RT_PS,BHU,2005,23118,NO,A,0,0,A,,Asian Development Bank,Mode specific vehicle registrations refer to the number of newly (first-time) registered vehicle registered to the authorities. We report cumulative number of vehicle registrations.
TC,TC_TR,TR_NRV_RT_PS,BHU,2006,27296,NO,A,0,0,A,,Asian Development Bank,Mode specific vehicle registrations refer to the number of newly (first-time) registered vehicle registered to the authorities. We report cumulative number of vehicle registrations.
TC,TC_TR,TR_NRV_RT_PS,BHU,2007,29474,NO,A,0,0,A,,Asian Development Bank,Mode specific vehicle registrations refer to the number of newly (first-time) registered vehicle registered to the authorities. We report cumulative number of vehicle registrations.
TC,TC_TR,TR_NRV_RT_PS,BHU,2008,34489,NO,A,0,0,A,,Asian Development Bank,Mode specific vehicle registrations refer to the number of newly (first-time) registered vehicle registered to the authorities. We report cumulative number of vehicle registrations.
TC,TC_TR,TR_NRV_RT_PS,BHU,2009,38031,NO,A,0,0,A,,Asian Development Bank,Mode specific vehicle registrations refer to the number of newly (first-time) registered vehicle registered to the authorities. We report cumulative number of vehicle registrations.
TC,TC_TR,TR_NRV_RT_PS,BHU,2010,43581,NO,A,0,0,A,,Asian Development Bank,Mode specific vehicle registrations refer to the number of newly (first-time) registered vehicle registered to the authorities. We report cumulative number of vehicle registrations.
TC,TC_TR,TR_NRV_RT_PS,BHU,2011,50440,NO,A,0,0,A,,Asian Development Bank,Mode specific vehicle registrations refer to the number of newly (first-time) registered vehicle registered to the authorities. We report cumulative number of vehicle registrations.
TC,TC_TR,TR_NRV_RT_PS,BHU,2012,54347,NO,A,0,0,A,,Asian Development Bank,Mode specific vehicle registrations refer to the number of newly (first-time) registered vehicle registered to the authorities. We report cumulative number of vehicle registrations.
TC,TC_TR,TR_NRV_RT_PS,BHU,2013,54537,NO,A,0,0,A,,Asian Development Bank,Mode specific vehicle registrations refer to the number of newly (first-time) registered vehicle registered to the authorities. We report cumulative number of vehicle registrations.
TC,TC_TR,TR_NRV_RT_PS,BHU,2014,56021,NO,A,0,0,A,,Asian Development Bank,Mode specific vehicle registrations refer to the number of newly (first-time) registered vehicle registered to the authorities. We report cumulative number of vehicle registrations.
TC,TC_TR,TR_NRV_RT_PS,BHU,2015,60651,NO,A,0,0,A,,Asian Development Bank,Mode specific vehicle registrations refer to the number of newly (first-time) registered vehicle registered to the authorities. We report cumulative number of vehicle registrations.
TC,TC_TR,TR_NRV_RT_PS,BHU,2016,68149,NO,A,0,0,A,,Asian Development Bank,Mode specific vehicle registrations refer to the number of newly (first-time) registered vehicle registered to the authorities. We report cumulative number of vehicle registrations.
TC,TC_TR,TR_NRV_RT_PS,BHU,2017,75490,NO,A,0,0,A,,Asian Development Bank,Mode specific vehicle registrations refer to the number of newly (first-time) registered vehicle registered to the authorities. We report cumulative number of vehicle registrations.
TC,TC_TR,TR_NRV_RT_PS,BHU,2018,81160,NO,A,0,0,A,,Asian Development Bank,Mode specific vehicle registrations refer to the number of newly (first-time) registered vehicle registered to the authorities. We report cumulative number of vehicle registrations.
TC,TC_TR,TR_NRV_RT_PS,BHU,2019,88264,NO,A,0,0,A,,Asian Development Bank,Mode specific vehicle registrations refer to the number of newly (first-time) registered vehicle registered to the authorities. We report cumulative number of vehicle registrations.
TC,TC_TR,TR_NRV_RT_PS,BHU,2020,92167,NO,A,0,0,A,,Asian Development Bank,Mode specific vehicle registrations refer to the number of newly (first-time) registered vehicle registered to the authorities. We report cumulative number of vehicle registrations.
TC,TC_TR,TR_NRV_RT_PS,BHU,2021,99194,NO,A,0,0,A,,Asian Development Bank,Mode specific vehicle registrations refer to the number of newly (first-time) registered vehicle registered to the authorities. We report cumulative number of vehicle registrations.
TC,TC_TR,TR_NRV_RT_PS,BHU,2022,102236,NO,A,0,0,A,,Asian Development Bank,Mode specific vehicle registrations refer to the number of newly (first-time) registered vehicle registered to the authorities. We report cumulative number of vehicle registrations.
TC,TC_TR,TR_NRV_RT_PS,BRU,2009,164071,NO,A,0,0,A,,Asian Development Bank,Mode specific vehicle registrations refer to the number of newly (first-time) registered vehicle registered to the authorities. We report cumulative number of vehicle registrations.
TC,TC_TR,TR_NRV_RT_PS,BRU,2012,237656,NO,A,0,0,A,,Asian Development Bank,Mode specific vehicle registrations refer to the number of newly (first-time) registered vehicle registered to the authorities. We report cumulative number of vehicle registrations.
TC,TC_TR,TR_NRV_RT_PS,BRU,2013,260746,NO,A,0,0,A,,Asian Development Bank,Mode specific vehicle registrations refer to the number of newly (first-time) registered vehicle registered to the authorities. We report cumulative number of vehicle registrations.
TC,TC_TR,TR_NRV_RT_PS,BRU,2014,264655,NO,A,0,0,A,,Asian Development Bank,Mode specific vehicle registrations refer to the number of newly (first-time) registered vehicle registered to the authorities. We report cumulative number of vehicle registrations.
TC,TC_TR,TR_NRV_RT_PS,BRU,2015,266139,NO,A,0,0,A,,Asian Development Bank,Mode specific vehicle registrations refer to the number of newly (first-time) registered vehicle registered to the authorities. We report cumulative number of vehicle registrations.
TC,TC_TR,TR_NRV_RT_PS,BRU,2016,276119,NO,A,0,0,A,,Asian Development Bank,Mode specific vehicle registrations refer to the number of newly (first-time) registered vehicle registered to the authorities. We report cumulative number of vehicle registrations.
TC,TC_TR,TR_NRV_RT_PS,BRU,2017,276013,NO,A,0,0,A,,Asian Development Bank,Mode specific vehicle registrations refer to the number of newly (first-time) registered vehicle registered to the authorities. We report cumulative number of vehicle registrations.
TC,TC_TR,TR_NRV_RT_PS,BRU,2018,281066,NO,A,0,0,A,,Asian Development Bank,Mode specific vehicle registrations refer to the number of newly (first-time) registered vehicle registered to the authorities. We report cumulative number of vehicle registrations.
TC,TC_TR,TR_NRV_RT_PS,BRU,2019,288762,NO,A,0,0,A,,Asian Development Bank,Mode specific vehicle registrations refer to the number of newly (first-time) registered vehicle registered to the authorities. We report cumulative number of vehicle registrations.
TC,TC_TR,TR_NRV_RT_PS,BRU,2021,276373,NO,A,0,0,A,,Asian Development Bank,Mode specific vehicle registrations refer to the number of newly (first-time) registered vehicle registered to the authorities. We report cumulative number of vehicle registrations.
TC,TC_TR,TR_NRV_RT_PS,BRU,2022,310163,NO,A,0,0,A,,Asian Development Bank,Mode specific vehicle registrations refer to the number of newly (first-time) registered vehicle registered to the authorities. We report cumulative number of vehicle registrations.
TC,TC_TR,TR_NRV_RT_PS,BRU,2023,320659,NO,A,0,0,A,,Asian Development Bank,Mode specific vehicle registrations refer to the number of newly (first-time) registered vehicle registered to the authorities. We report cumulative number of vehicle registrations.
TC,TC_TR,TR_NRV_RT_PS,CAM,2000,220310,NO,A,0,0,A,,Asian Development Bank,Mode specific vehicle registrations refer to the number of newly (first-time) registered vehicle registered to the authorities. We report cumulative number of vehicle registrations.
TC,TC_TR,TR_NRV_RT_PS,CAM,2001,245544,NO,A,0,0,A,,Asian Development Bank,Mode specific vehicle registrations refer to the number of newly (first-time) registered vehicle registered to the authorities. We report cumulative number of vehicle registrations.
TC,TC_TR,TR_NRV_RT_PS,CAM,2002,228439,NO,A,0,0,A,,Asian Development Bank,Mode specific vehicle registrations refer to the number of newly (first-time) registered vehicle registered to the authorities. We report cumulative number of vehicle registrations.
TC,TC_TR,TR_NRV_RT_PS,CAM,2003,249717,NO,A,0,0,A,,Asian Development Bank,Mode specific vehicle registrations refer to the number of newly (first-time) registered vehicle registered to the authorities. We report cumulative number of vehicle registrations.
TC,TC_TR,TR_NRV_RT_PS,CAM,2004,260839,NO,A,0,0,A,,Asian Development Bank,Mode specific vehicle registrations refer to the number of newly (first-time) registered vehicle registered to the authorities. We report cumulative number of vehicle registrations.
TC,TC_TR,TR_NRV_RT_PS,CAM,2005,320975,NO,A,0,0,A,,Asian Development Bank,Mode specific vehicle registrations refer to the number of newly (first-time) registered vehicle registered to the authorities. We report cumulative number of vehicle registrations.
TC,TC_TR,TR_NRV_RT_PS,FIJ,2001,60071,NO,A,0,0,A,,Asian Development Bank,Mode specific vehicle registrations refer to the number of newly (first-time) registered vehicle registered to the authorities. We report cumulative number of vehicle registrations.
