MAIN DATAFLOW_CODE,SECONDARY DATAFLOW_CODE,CL_KIDB_INDICATORS,CL_ECONOMY_CODES,PERIOD,OBS_VALUE,CL_COMMON_UNITS,CL_FREQ,CL_DECIMALS,CL_UNIT_MULT,CL_OBS_STATUS,BASE_YEAR,DATA_SOURCE,FOOTNOTE
TC,TC_TR,IS_RRS_PASG_KM,SIN,2009,7196,P_KM,A,1,6,A,,Asian Development Bank,"A passenger-kilometer, abbreviated as p-km, is a unit of measurement representing the transport of 1 passenger by a defined mode of transport over 1 kilometer."
TC,TC_TR,IS_RRS_PASG_KM,SIN,2010,7880,P_KM,A,1,6,A,,Asian Development Bank,"A passenger-kilometer, abbreviated as p-km, is a unit of measurement representing the transport of 1 passenger by a defined mode of transport over 1 kilometer."
TC,TC_TR,IS_RRS_PASG_KM,SIN,2011,8448,P_KM,A,1,6,A,,Asian Development Bank,"A passenger-kilometer, abbreviated as p-km, is a unit of measurement representing the transport of 1 passenger by a defined mode of transport over 1 kilometer."
TC,TC_TR,IS_RRS_PASG_KM,SIN,2012,8967,P_KM,A,1,6,A,,Asian Development Bank,"A passenger-kilometer, abbreviated as p-km, is a unit of measurement representing the transport of 1 passenger by a defined mode of transport over 1 kilometer."
TC,TC_TR,IS_RRS_PASG_KM,SIN,2013,9151,P_KM,A,1,6,A,,Asian Development Bank,"A passenger-kilometer, abbreviated as p-km, is a unit of measurement representing the transport of 1 passenger by a defined mode of transport over 1 kilometer."
TC,TC_TR,IS_RRS_PASG_KM,SIN,2014,9391,P_KM,A,1,6,A,,Asian Development Bank,"A passenger-kilometer, abbreviated as p-km, is a unit of measurement representing the transport of 1 passenger by a defined mode of transport over 1 kilometer."
TC,TC_TR,IS_RRS_PASG_KM,SRI,2004,4626,P_KM,A,1,6,A,,Asian Development Bank,"A passenger-kilometer, abbreviated as p-km, is a unit of measurement representing the transport of 1 passenger by a defined mode of transport over 1 kilometer."
TC,TC_TR,IS_RRS_PASG_KM,SRI,2005,4684,P_KM,A,1,6,A,,Asian Development Bank,"A passenger-kilometer, abbreviated as p-km, is a unit of measurement representing the transport of 1 passenger by a defined mode of transport over 1 kilometer."
TC,TC_TR,IS_RRS_PASG_KM,SRI,2006,4357,P_KM,A,1,6,A,,Asian Development Bank,"A passenger-kilometer, abbreviated as p-km, is a unit of measurement representing the transport of 1 passenger by a defined mode of transport over 1 kilometer."
TC,TC_TR,IS_RRS_PASG_KM,SRI,2007,4321,P_KM,A,1,6,A,,Asian Development Bank,"A passenger-kilometer, abbreviated as p-km, is a unit of measurement representing the transport of 1 passenger by a defined mode of transport over 1 kilometer."
TC,TC_TR,IS_RRS_PASG_KM,SRI,2008,4767,P_KM,A,1,6,A,,Asian Development Bank,"A passenger-kilometer, abbreviated as p-km, is a unit of measurement representing the transport of 1 passenger by a defined mode of transport over 1 kilometer."
TC,TC_TR,IS_RRS_PASG_KM,SRI,2009,4681,P_KM,A,1,6,A,,Asian Development Bank,"A passenger-kilometer, abbreviated as p-km, is a unit of measurement representing the transport of 1 passenger by a defined mode of transport over 1 kilometer."
TC,TC_TR,IS_RRS_PASG_KM,SRI,2010,4568,P_KM,A,1,6,A,,Asian Development Bank,"A passenger-kilometer, abbreviated as p-km, is a unit of measurement representing the transport of 1 passenger by a defined mode of transport over 1 kilometer."
TC,TC_TR,IS_RRS_PASG_KM,SRI,2011,4574,P_KM,A,1,6,A,,Asian Development Bank,"A passenger-kilometer, abbreviated as p-km, is a unit of measurement representing the transport of 1 passenger by a defined mode of transport over 1 kilometer."
TC,TC_TR,IS_RRS_PASG_KM,SRI,2012,5039,P_KM,A,1,6,A,,Asian Development Bank,"A passenger-kilometer, abbreviated as p-km, is a unit of measurement representing the transport of 1 passenger by a defined mode of transport over 1 kilometer."
TC,TC_TR,IS_RRS_PASG_KM,SRI,2013,6257,P_KM,A,1,6,A,,Asian Development Bank,"A passenger-kilometer, abbreviated as p-km, is a unit of measurement representing the transport of 1 passenger by a defined mode of transport over 1 kilometer."
TC,TC_TR,IS_RRS_PASG_KM,SRI,2014,6842,P_KM,A,1,6,A,,Asian Development Bank,"A passenger-kilometer, abbreviated as p-km, is a unit of measurement representing the transport of 1 passenger by a defined mode of transport over 1 kilometer."
TC,TC_TR,IS_RRS_PASG_KM,SRI,2015,7407,P_KM,A,1,6,A,,Asian Development Bank,"A passenger-kilometer, abbreviated as p-km, is a unit of measurement representing the transport of 1 passenger by a defined mode of transport over 1 kilometer."
TC,TC_TR,IS_RRS_PASG_KM,SRI,2016,7413,P_KM,A,1,6,A,,Asian Development Bank,"A passenger-kilometer, abbreviated as p-km, is a unit of measurement representing the transport of 1 passenger by a defined mode of transport over 1 kilometer."
TC,TC_TR,IS_RRS_PASG_KM,SRI,2017,7495,P_KM,A,1,6,A,,Asian Development Bank,"A passenger-kilometer, abbreviated as p-km, is a unit of measurement representing the transport of 1 passenger by a defined mode of transport over 1 kilometer."
TC,TC_TR,IS_RRS_PASG_KM,SRI,2018,7709.52,P_KM,A,1,6,A,,Asian Development Bank,"A passenger-kilometer, abbreviated as p-km, is a unit of measurement representing the transport of 1 passenger by a defined mode of transport over 1 kilometer."
TC,TC_TR,IS_RRS_PASG_KM,SRI,2019,7305.56,P_KM,A,1,6,A,,Asian Development Bank,"A passenger-kilometer, abbreviated as p-km, is a unit of measurement representing the transport of 1 passenger by a defined mode of transport over 1 kilometer."
TC,TC_TR,IS_RRS_PASG_KM,SRI,2020,3905.56,P_KM,A,1,6,A,,Asian Development Bank,"A passenger-kilometer, abbreviated as p-km, is a unit of measurement representing the transport of 1 passenger by a defined mode of transport over 1 kilometer."
TC,TC_TR,IS_RRS_PASG_KM,SRI,2021,2158.16,P_KM,A,1,6,A,,Asian Development Bank,"A passenger-kilometer, abbreviated as p-km, is a unit of measurement representing the transport of 1 passenger by a defined mode of transport over 1 kilometer."
TC,TC_TR,IS_RRS_PASG_KM,SRI,2022,6602.24,P_KM,A,1,6,A,,Asian Development Bank,"A passenger-kilometer, abbreviated as p-km, is a unit of measurement representing the transport of 1 passenger by a defined mode of transport over 1 kilometer."
TC,TC_TR,IS_RRS_PASG_KM,SRI,2023,7043.99,P_KM,A,1,6,A,,Asian Development Bank,"A passenger-kilometer, abbreviated as p-km, is a unit of measurement representing the transport of 1 passenger by a defined mode of transport over 1 kilometer."
TC,TC_TR,IS_RRS_PASG_KM,TAJ,2015,16,P_KM,A,1,6,A,,Asian Development Bank,"A passenger-kilometer, abbreviated as p-km, is a unit of measurement representing the transport of 1 passenger by a defined mode of transport over 1 kilometer."
TC,TC_TR,IS_RRS_PASG_KM,TAJ,2019,28.1,P_KM,A,1,6,A,,Asian Development Bank,"A passenger-kilometer, abbreviated as p-km, is a unit of measurement representing the transport of 1 passenger by a defined mode of transport over 1 kilometer."
TC,TC_TR,IS_RRS_PASG_KM,TAJ,2020,21.4,P_KM,A,1,6,A,,Asian Development Bank,"A passenger-kilometer, abbreviated as p-km, is a unit of measurement representing the transport of 1 passenger by a defined mode of transport over 1 kilometer."
TC,TC_TR,IS_RRS_PASG_KM,TAJ,2021,20.6,P_KM,A,1,6,A,,Asian Development Bank,"A passenger-kilometer, abbreviated as p-km, is a unit of measurement representing the transport of 1 passenger by a defined mode of transport over 1 kilometer."
TC,TC_TR,IS_RRS_PASG_KM,TAJ,2022,21.3,P_KM,A,1,6,A,,Asian Development Bank,"A passenger-kilometer, abbreviated as p-km, is a unit of measurement representing the transport of 1 passenger by a defined mode of transport over 1 kilometer."
TC,TC_TR,IS_RRS_PASG_KM,TAJ,2023,23.3,P_KM,A,1,6,A,,Asian Development Bank,"A passenger-kilometer, abbreviated as p-km, is a unit of measurement representing the transport of 1 passenger by a defined mode of transport over 1 kilometer."
TC,TC_TR,IS_RRS_PASG_KM,TAP,2000,12623.814,P_KM,A,1,6,A,,Asian Development Bank,"A passenger-kilometer, abbreviated as p-km, is a unit of measurement representing the transport of 1 passenger by a defined mode of transport over 1 kilometer."
TC,TC_TR,IS_RRS_PASG_KM,TAP,2001,12268.691,P_KM,A,1,6,A,,Asian Development Bank,"A passenger-kilometer, abbreviated as p-km, is a unit of measurement representing the transport of 1 passenger by a defined mode of transport over 1 kilometer."
TC,TC_TR,IS_RRS_PASG_KM,TAP,2002,12147.5,P_KM,A,1,6,A,,Asian Development Bank,"A passenger-kilometer, abbreviated as p-km, is a unit of measurement representing the transport of 1 passenger by a defined mode of transport over 1 kilometer."
TC,TC_TR,IS_RRS_PASG_KM,TAP,2003,11177.674,P_KM,A,1,6,A,,Asian Development Bank,"A passenger-kilometer, abbreviated as p-km, is a unit of measurement representing the transport of 1 passenger by a defined mode of transport over 1 kilometer."
TC,TC_TR,IS_RRS_PASG_KM,TAP,2004,12050.667,P_KM,A,1,6,A,,Asian Development Bank,"A passenger-kilometer, abbreviated as p-km, is a unit of measurement representing the transport of 1 passenger by a defined mode of transport over 1 kilometer."
TC,TC_TR,IS_RRS_PASG_KM,TAP,2005,12255.347,P_KM,A,1,6,A,,Asian Development Bank,"A passenger-kilometer, abbreviated as p-km, is a unit of measurement representing the transport of 1 passenger by a defined mode of transport over 1 kilometer."
TC,TC_TR,IS_RRS_PASG_KM,TAP,2006,12352.489,P_KM,A,1,6,A,,Asian Development Bank,"A passenger-kilometer, abbreviated as p-km, is a unit of measurement representing the transport of 1 passenger by a defined mode of transport over 1 kilometer."
TC,TC_TR,IS_RRS_PASG_KM,TAP,2007,15769.12,P_KM,A,1,6,A,,Asian Development Bank,"A passenger-kilometer, abbreviated as p-km, is a unit of measurement representing the transport of 1 passenger by a defined mode of transport over 1 kilometer."
TC,TC_TR,IS_RRS_PASG_KM,TAP,2008,19065.567,P_KM,A,1,6,A,,Asian Development Bank,"A passenger-kilometer, abbreviated as p-km, is a unit of measurement representing the transport of 1 passenger by a defined mode of transport over 1 kilometer."
TC,TC_TR,IS_RRS_PASG_KM,TAP,2009,19277.396,P_KM,A,1,6,A,,Asian Development Bank,"A passenger-kilometer, abbreviated as p-km, is a unit of measurement representing the transport of 1 passenger by a defined mode of transport over 1 kilometer."
TC,TC_TR,IS_RRS_PASG_KM,TAP,2010,20930.786,P_KM,A,1,6,A,,Asian Development Bank,"A passenger-kilometer, abbreviated as p-km, is a unit of measurement representing the transport of 1 passenger by a defined mode of transport over 1 kilometer."
TC,TC_TR,IS_RRS_PASG_KM,TAP,2011,22825.847,P_KM,A,1,6,A,,Asian Development Bank,"A passenger-kilometer, abbreviated as p-km, is a unit of measurement representing the transport of 1 passenger by a defined mode of transport over 1 kilometer."
TC,TC_TR,IS_RRS_PASG_KM,TAP,2012,24207.701,P_KM,A,1,6,A,,Asian Development Bank,"A passenger-kilometer, abbreviated as p-km, is a unit of measurement representing the transport of 1 passenger by a defined mode of transport over 1 kilometer."
TC,TC_TR,IS_RRS_PASG_KM,TAP,2013,25322.754,P_KM,A,1,6,A,,Asian Development Bank,"A passenger-kilometer, abbreviated as p-km, is a unit of measurement representing the transport of 1 passenger by a defined mode of transport over 1 kilometer."
TC,TC_TR,IS_RRS_PASG_KM,TAP,2014,26339.951,P_KM,A,1,6,A,,Asian Development Bank,"A passenger-kilometer, abbreviated as p-km, is a unit of measurement representing the transport of 1 passenger by a defined mode of transport over 1 kilometer."
TC,TC_TR,IS_RRS_PASG_KM,TAP,2015,27110.887,P_KM,A,1,6,A,,Asian Development Bank,"A passenger-kilometer, abbreviated as p-km, is a unit of measurement representing the transport of 1 passenger by a defined mode of transport over 1 kilometer."
TC,TC_TR,IS_RRS_PASG_KM,TAP,2016,27949.684,P_KM,A,1,6,A,,Asian Development Bank,"A passenger-kilometer, abbreviated as p-km, is a unit of measurement representing the transport of 1 passenger by a defined mode of transport over 1 kilometer."
TC,TC_TR,IS_RRS_PASG_KM,TAP,2017,29003.961,P_KM,A,1,6,A,,Asian Development Bank,"A passenger-kilometer, abbreviated as p-km, is a unit of measurement representing the transport of 1 passenger by a defined mode of transport over 1 kilometer."
TC,TC_TR,IS_RRS_PASG_KM,TAP,2018,29624.218,P_KM,A,1,6,A,,Asian Development Bank,"A passenger-kilometer, abbreviated as p-km, is a unit of measurement representing the transport of 1 passenger by a defined mode of transport over 1 kilometer."
TC,TC_TR,IS_RRS_PASG_KM,TAP,2019,30455.602,P_KM,A,1,6,A,,Asian Development Bank,"A passenger-kilometer, abbreviated as p-km, is a unit of measurement representing the transport of 1 passenger by a defined mode of transport over 1 kilometer."
TC,TC_TR,IS_RRS_PASG_KM,TAP,2020,25566.403,P_KM,A,1,6,A,,Asian Development Bank,"A passenger-kilometer, abbreviated as p-km, is a unit of measurement representing the transport of 1 passenger by a defined mode of transport over 1 kilometer."
TC,TC_TR,IS_RRS_PASG_KM,TAP,2021,19539.931,P_KM,A,1,6,A,,Asian Development Bank,"A passenger-kilometer, abbreviated as p-km, is a unit of measurement representing the transport of 1 passenger by a defined mode of transport over 1 kilometer."
TC,TC_TR,IS_RRS_PASG_KM,TAP,2022,22791.767,P_KM,A,1,6,A,,Asian Development Bank,"A passenger-kilometer, abbreviated as p-km, is a unit of measurement representing the transport of 1 passenger by a defined mode of transport over 1 kilometer."
TC,TC_TR,IS_RRS_PASG_KM,TAP,2023,29769.403,P_KM,A,1,6,A,,Asian Development Bank,"A passenger-kilometer, abbreviated as p-km, is a unit of measurement representing the transport of 1 passenger by a defined mode of transport over 1 kilometer."
TC,TC_TR,IS_RRS_PASG_KM,THA,2000,9935.213,P_KM,A,1,6,A,,Asian Development Bank,"A passenger-kilometer, abbreviated as p-km, is a unit of measurement representing the transport of 1 passenger by a defined mode of transport over 1 kilometer."
TC,TC_TR,IS_RRS_PASG_KM,THA,2001,10321.1,P_KM,A,1,6,A,,Asian Development Bank,"A passenger-kilometer, abbreviated as p-km, is a unit of measurement representing the transport of 1 passenger by a defined mode of transport over 1 kilometer."
TC,TC_TR,IS_RRS_PASG_KM,THA,2002,10378.044,P_KM,A,1,6,A,,Asian Development Bank,"A passenger-kilometer, abbreviated as p-km, is a unit of measurement representing the transport of 1 passenger by a defined mode of transport over 1 kilometer."
TC,TC_TR,IS_RRS_PASG_KM,THA,2003,10250.742,P_KM,A,1,6,A,,Asian Development Bank,"A passenger-kilometer, abbreviated as p-km, is a unit of measurement representing the transport of 1 passenger by a defined mode of transport over 1 kilometer."
TC,TC_TR,IS_RRS_PASG_KM,THA,2004,9332.099,P_KM,A,1,6,A,,Asian Development Bank,"A passenger-kilometer, abbreviated as p-km, is a unit of measurement representing the transport of 1 passenger by a defined mode of transport over 1 kilometer."
TC,TC_TR,IS_RRS_PASG_KM,THA,2005,9052.07,P_KM,A,1,6,A,,Asian Development Bank,"A passenger-kilometer, abbreviated as p-km, is a unit of measurement representing the transport of 1 passenger by a defined mode of transport over 1 kilometer."
TC,TC_TR,IS_RRS_PASG_KM,THA,2006,8824.223,P_KM,A,1,6,A,,Asian Development Bank,"A passenger-kilometer, abbreviated as p-km, is a unit of measurement representing the transport of 1 passenger by a defined mode of transport over 1 kilometer."
TC,TC_TR,IS_RRS_PASG_KM,THA,2007,8037.827,P_KM,A,1,6,A,,Asian Development Bank,"A passenger-kilometer, abbreviated as p-km, is a unit of measurement representing the transport of 1 passenger by a defined mode of transport over 1 kilometer."
TC,TC_TR,IS_RRS_PASG_KM,THA,2008,8224.74,P_KM,A,1,6,A,,Asian Development Bank,"A passenger-kilometer, abbreviated as p-km, is a unit of measurement representing the transport of 1 passenger by a defined mode of transport over 1 kilometer."
TC,TC_TR,IS_RRS_PASG_KM,THA,2009,8813.56,P_KM,A,1,6,A,,Asian Development Bank,"A passenger-kilometer, abbreviated as p-km, is a unit of measurement representing the transport of 1 passenger by a defined mode of transport over 1 kilometer."
TC,TC_TR,IS_RRS_PASG_KM,THA,2010,8245.976,P_KM,A,1,6,A,,Asian Development Bank,"A passenger-kilometer, abbreviated as p-km, is a unit of measurement representing the transport of 1 passenger by a defined mode of transport over 1 kilometer."
TC,TC_TR,IS_RRS_PASG_KM,THA,2011,8032.162,P_KM,A,1,6,A,,Asian Development Bank,"A passenger-kilometer, abbreviated as p-km, is a unit of measurement representing the transport of 1 passenger by a defined mode of transport over 1 kilometer."
TC,TC_TR,IS_RRS_PASG_KM,THA,2012,7139.062,P_KM,A,1,6,A,,Asian Development Bank,"A passenger-kilometer, abbreviated as p-km, is a unit of measurement representing the transport of 1 passenger by a defined mode of transport over 1 kilometer."
TC,TC_TR,IS_RRS_PASG_KM,THA,2013,7028.602,P_KM,A,1,6,A,,Asian Development Bank,"A passenger-kilometer, abbreviated as p-km, is a unit of measurement representing the transport of 1 passenger by a defined mode of transport over 1 kilometer."
TC,TC_TR,IS_RRS_PASG_KM,THA,2014,6473.119,P_KM,A,1,6,A,,Asian Development Bank,"A passenger-kilometer, abbreviated as p-km, is a unit of measurement representing the transport of 1 passenger by a defined mode of transport over 1 kilometer."
TC,TC_TR,IS_RRS_PASG_KM,THA,2015,6133.426,P_KM,A,1,6,A,,Asian Development Bank,"A passenger-kilometer, abbreviated as p-km, is a unit of measurement representing the transport of 1 passenger by a defined mode of transport over 1 kilometer."
TC,TC_TR,IS_RRS_PASG_KM,THA,2016,6106.858,P_KM,A,1,6,A,,Asian Development Bank,"A passenger-kilometer, abbreviated as p-km, is a unit of measurement representing the transport of 1 passenger by a defined mode of transport over 1 kilometer."
TC,TC_TR,IS_RRS_PASG_KM,THA,2017,6520.452,P_KM,A,1,6,A,,Asian Development Bank,"A passenger-kilometer, abbreviated as p-km, is a unit of measurement representing the transport of 1 passenger by a defined mode of transport over 1 kilometer."
TC,TC_TR,IS_RRS_PASG_KM,THA,2018,5906.537,P_KM,A,1,6,A,,Asian Development Bank,"A passenger-kilometer, abbreviated as p-km, is a unit of measurement representing the transport of 1 passenger by a defined mode of transport over 1 kilometer."
TC,TC_TR,IS_RRS_PASG_KM,THA,2019,5993.399,P_KM,A,1,6,A,,Asian Development Bank,"A passenger-kilometer, abbreviated as p-km, is a unit of measurement representing the transport of 1 passenger by a defined mode of transport over 1 kilometer."
TC,TC_TR,IS_RRS_PASG_KM,THA,2020,3764.317,P_KM,A,1,6,A,,Asian Development Bank,"A passenger-kilometer, abbreviated as p-km, is a unit of measurement representing the transport of 1 passenger by a defined mode of transport over 1 kilometer."
TC,TC_TR,IS_RRS_PASG_KM,THA,2021,2051.215,P_KM,A,1,6,A,,Asian Development Bank,"A passenger-kilometer, abbreviated as p-km, is a unit of measurement representing the transport of 1 passenger by a defined mode of transport over 1 kilometer."
TC,TC_TR,IS_RRS_PASG_KM,THA,2022,2876.556,P_KM,A,1,6,A,,Asian Development Bank,"A passenger-kilometer, abbreviated as p-km, is a unit of measurement representing the transport of 1 passenger by a defined mode of transport over 1 kilometer."
TC,TC_TR,IS_RRS_PASG_KM,TKM,2000,943,P_KM,A,1,6,A,,Asian Development Bank,"A passenger-kilometer, abbreviated as p-km, is a unit of measurement representing the transport of 1 passenger by a defined mode of transport over 1 kilometer."
TC,TC_TR,IS_RRS_PASG_KM,TKM,2007,1570,P_KM,A,1,6,A,,Asian Development Bank,"A passenger-kilometer, abbreviated as p-km, is a unit of measurement representing the transport of 1 passenger by a defined mode of transport over 1 kilometer."
TC,TC_TR,IS_RRS_PASG_KM,TKM,2008,1685,P_KM,A,1,6,A,,Asian Development Bank,"A passenger-kilometer, abbreviated as p-km, is a unit of measurement representing the transport of 1 passenger by a defined mode of transport over 1 kilometer."
TC,TC_TR,IS_RRS_PASG_KM,TKM,2009,1654,P_KM,A,1,6,A,,Asian Development Bank,"A passenger-kilometer, abbreviated as p-km, is a unit of measurement representing the transport of 1 passenger by a defined mode of transport over 1 kilometer."
TC,TC_TR,IS_RRS_PASG_KM,TKM,2010,1685,P_KM,A,1,6,A,,Asian Development Bank,"A passenger-kilometer, abbreviated as p-km, is a unit of measurement representing the transport of 1 passenger by a defined mode of transport over 1 kilometer."
TC,TC_TR,IS_RRS_PASG_KM,TKM,2011,1708,P_KM,A,1,6,A,,Asian Development Bank,"A passenger-kilometer, abbreviated as p-km, is a unit of measurement representing the transport of 1 passenger by a defined mode of transport over 1 kilometer."
TC,TC_TR,IS_RRS_PASG_KM,TUR,2000,5832.577,P_KM,A,1,6,A,,Asian Development Bank,"A passenger-kilometer, abbreviated as p-km, is a unit of measurement representing the transport of 1 passenger by a defined mode of transport over 1 kilometer."
TC,TC_TR,IS_RRS_PASG_KM,TUR,2001,5568.302,P_KM,A,1,6,A,,Asian Development Bank,"A passenger-kilometer, abbreviated as p-km, is a unit of measurement representing the transport of 1 passenger by a defined mode of transport over 1 kilometer."
TC,TC_TR,IS_RRS_PASG_KM,TUR,2002,5204.286,P_KM,A,1,6,A,,Asian Development Bank,"A passenger-kilometer, abbreviated as p-km, is a unit of measurement representing the transport of 1 passenger by a defined mode of transport over 1 kilometer."
TC,TC_TR,IS_RRS_PASG_KM,TUR,2003,5878,P_KM,A,1,6,A,,Asian Development Bank,"A passenger-kilometer, abbreviated as p-km, is a unit of measurement representing the transport of 1 passenger by a defined mode of transport over 1 kilometer."
TC,TC_TR,IS_RRS_PASG_KM,TUR,2004,5237,P_KM,A,1,6,A,,Asian Development Bank,"A passenger-kilometer, abbreviated as p-km, is a unit of measurement representing the transport of 1 passenger by a defined mode of transport over 1 kilometer."
TC,TC_TR,IS_RRS_PASG_KM,TUR,2005,5036,P_KM,A,1,6,A,,Asian Development Bank,"A passenger-kilometer, abbreviated as p-km, is a unit of measurement representing the transport of 1 passenger by a defined mode of transport over 1 kilometer."
TC,TC_TR,IS_RRS_PASG_KM,TUR,2006,5277,P_KM,A,1,6,A,,Asian Development Bank,"A passenger-kilometer, abbreviated as p-km, is a unit of measurement representing the transport of 1 passenger by a defined mode of transport over 1 kilometer."
TC,TC_TR,IS_RRS_PASG_KM,TUR,2007,5553,P_KM,A,1,6,A,,Asian Development Bank,"A passenger-kilometer, abbreviated as p-km, is a unit of measurement representing the transport of 1 passenger by a defined mode of transport over 1 kilometer."
TC,TC_TR,IS_RRS_PASG_KM,TUR,2008,5097,P_KM,A,1,6,A,,Asian Development Bank,"A passenger-kilometer, abbreviated as p-km, is a unit of measurement representing the transport of 1 passenger by a defined mode of transport over 1 kilometer."
TC,TC_TR,IS_RRS_PASG_KM,TUR,2009,5374,P_KM,A,1,6,A,,Asian Development Bank,"A passenger-kilometer, abbreviated as p-km, is a unit of measurement representing the transport of 1 passenger by a defined mode of transport over 1 kilometer."
TC,TC_TR,IS_RRS_PASG_KM,TUR,2010,5491,P_KM,A,1,6,A,,Asian Development Bank,"A passenger-kilometer, abbreviated as p-km, is a unit of measurement representing the transport of 1 passenger by a defined mode of transport over 1 kilometer."
TC,TC_TR,IS_RRS_PASG_KM,TUR,2011,7300,P_KM,A,1,6,A,,Asian Development Bank,"A passenger-kilometer, abbreviated as p-km, is a unit of measurement representing the transport of 1 passenger by a defined mode of transport over 1 kilometer."
TC,TC_TR,IS_RRS_PASG_KM,TUR,2012,6612.071,P_KM,A,1,6,A,,Asian Development Bank,"A passenger-kilometer, abbreviated as p-km, is a unit of measurement representing the transport of 1 passenger by a defined mode of transport over 1 kilometer."
TC,TC_TR,IS_RRS_PASG_KM,TUR,2013,6224.721,P_KM,A,1,6,A,,Asian Development Bank,"A passenger-kilometer, abbreviated as p-km, is a unit of measurement representing the transport of 1 passenger by a defined mode of transport over 1 kilometer."
TC,TC_TR,IS_RRS_PASG_KM,TUR,2014,7401.135,P_KM,A,1,6,A,,Asian Development Bank,"A passenger-kilometer, abbreviated as p-km, is a unit of measurement representing the transport of 1 passenger by a defined mode of transport over 1 kilometer."
TC,TC_TR,IS_RRS_PASG_KM,TUR,2015,8326.132,P_KM,A,1,6,A,,Asian Development Bank,"A passenger-kilometer, abbreviated as p-km, is a unit of measurement representing the transport of 1 passenger by a defined mode of transport over 1 kilometer."
TC,TC_TR,IS_RRS_PASG_KM,TUR,2016,7829.904,P_KM,A,1,6,A,,Asian Development Bank,"A passenger-kilometer, abbreviated as p-km, is a unit of measurement representing the transport of 1 passenger by a defined mode of transport over 1 kilometer."
TC,TC_TR,IS_RRS_PASG_KM,TUR,2017,8425.453,P_KM,A,1,6,A,,Asian Development Bank,"A passenger-kilometer, abbreviated as p-km, is a unit of measurement representing the transport of 1 passenger by a defined mode of transport over 1 kilometer."
TC,TC_TR,IS_RRS_PASG_KM,TUR,2018,8877.157,P_KM,A,1,6,A,,Asian Development Bank,"A passenger-kilometer, abbreviated as p-km, is a unit of measurement representing the transport of 1 passenger by a defined mode of transport over 1 kilometer."
TC,TC_TR,IS_RRS_PASG_KM,TUR,2019,14208.069,P_KM,A,1,6,A,,Asian Development Bank,"A passenger-kilometer, abbreviated as p-km, is a unit of measurement representing the transport of 1 passenger by a defined mode of transport over 1 kilometer."
TC,TC_TR,IS_RRS_PASG_KM,TUR,2020,7980.892,P_KM,A,1,6,A,,Asian Development Bank,"A passenger-kilometer, abbreviated as p-km, is a unit of measurement representing the transport of 1 passenger by a defined mode of transport over 1 kilometer."
TC,TC_TR,IS_RRS_PASG_KM,TUR,2021,10743.267,P_KM,A,1,6,A,,Asian Development Bank,"A passenger-kilometer, abbreviated as p-km, is a unit of measurement representing the transport of 1 passenger by a defined mode of transport over 1 kilometer."
TC,TC_TR,IS_RRS_PASG_KM,TUR,2022,19610.789,P_KM,A,1,6,A,,Asian Development Bank,"A passenger-kilometer, abbreviated as p-km, is a unit of measurement representing the transport of 1 passenger by a defined mode of transport over 1 kilometer."
TC,TC_TR,IS_RRS_PASG_KM,TUR,2023,20912.709,P_KM,A,1,6,A,,Asian Development Bank,"A passenger-kilometer, abbreviated as p-km, is a unit of measurement representing the transport of 1 passenger by a defined mode of transport over 1 kilometer."
TC,TC_TR,IS_RRS_PASG_KM,UZB,2000,3400,P_KM,A,1,6,A,,Asian Development Bank,"A passenger-kilometer, abbreviated as p-km, is a unit of measurement representing the transport of 1 passenger by a defined mode of transport over 1 kilometer."
TC,TC_TR,IS_RRS_PASG_KM,UZB,2001,3500,P_KM,A,1,6,A,,Asian Development Bank,"A passenger-kilometer, abbreviated as p-km, is a unit of measurement representing the transport of 1 passenger by a defined mode of transport over 1 kilometer."
TC,TC_TR,IS_RRS_PASG_KM,UZB,2002,3300,P_KM,A,1,6,A,,Asian Development Bank,"A passenger-kilometer, abbreviated as p-km, is a unit of measurement representing the transport of 1 passenger by a defined mode of transport over 1 kilometer."
TC,TC_TR,IS_RRS_PASG_KM,UZB,2003,3100,P_KM,A,1,6,A,,Asian Development Bank,"A passenger-kilometer, abbreviated as p-km, is a unit of measurement representing the transport of 1 passenger by a defined mode of transport over 1 kilometer."
TC,TC_TR,IS_RRS_PASG_KM,UZB,2004,2900,P_KM,A,1,6,A,,Asian Development Bank,"A passenger-kilometer, abbreviated as p-km, is a unit of measurement representing the transport of 1 passenger by a defined mode of transport over 1 kilometer."
TC,TC_TR,IS_RRS_PASG_KM,UZB,2005,2900,P_KM,A,1,6,A,,Asian Development Bank,"A passenger-kilometer, abbreviated as p-km, is a unit of measurement representing the transport of 1 passenger by a defined mode of transport over 1 kilometer."
TC,TC_TR,IS_RRS_PASG_KM,UZB,2006,2800,P_KM,A,1,6,A,,Asian Development Bank,"A passenger-kilometer, abbreviated as p-km, is a unit of measurement representing the transport of 1 passenger by a defined mode of transport over 1 kilometer."
TC,TC_TR,IS_RRS_PASG_KM,UZB,2007,3000,P_KM,A,1,6,A,,Asian Development Bank,"A passenger-kilometer, abbreviated as p-km, is a unit of measurement representing the transport of 1 passenger by a defined mode of transport over 1 kilometer."
TC,TC_TR,IS_RRS_PASG_KM,UZB,2008,3200,P_KM,A,1,6,A,,Asian Development Bank,"A passenger-kilometer, abbreviated as p-km, is a unit of measurement representing the transport of 1 passenger by a defined mode of transport over 1 kilometer."
