DATAFLOW,FREQ,REF_AREA,INDICATOR,COUNTERPART_AREA,TIME_PERIOD,OBS_VALUE,DECIMALS,UNIT_MULT,UNIT_MEASURE
ADB:ARIC_DAF_FIN(1.0),A,PRC,OUT_PORTFOLIO_EQUITY_INVSHARE,INO,2017,0.2160709351301193,3,0,PCT
ADB:ARIC_DAF_FIN(1.0),A,PRC,OUT_PORTFOLIO_EQUITY_INVSHARE,MON,2017,0.2461150884628296,3,0,PCT
ADB:ARIC_DAF_FIN(1.0),A,PRC,OUT_PORTFOLIO_EQUITY_INVSHARE,PER,2017,0.0010769000509754,3,0,PCT
ADB:ARIC_DAF_FIN(1.0),A,PRC,OUT_PORTFOLIO_DEBT_INVSHARE,PHI,2017,0.0310221035033464,3,0,PCT
ADB:ARIC_DAF_FIN(1.0),A,PRC,IN_PORTFOLIO_DEBT_INVSHARE,RUS,2017,0.0079814791679382,3,0,PCT
ADB:ARIC_DAF_FIN(1.0),A,PRC,IN_PORTFOLIO_DEBT_INVSHARE,SIN,2017,14.51627540588379,3,0,PCT
ADB:ARIC_DAF_FIN(1.0),A,PRC,IN_PORTFOLIO_EQUITY_INVSHARE,THA,2017,0.0476466454565525,3,0,PCT
ADB:ARIC_DAF_FIN(1.0),A,RMI,IN_PORTFOLIO_EQUITY_INVSHARE,KAZ,2017,1.10232520001E-06,3,0,PCT
ADB:ARIC_DAF_FIN(1.0),A,RMI,IN_PORTFOLIO_DEBT_INVSHARE,RUS,2017,0.0840662121772766,3,0,PCT
ADB:ARIC_DAF_FIN(1.0),A,RUS,OUT_PORTFOLIO_DEBT_INVSHARE,GEO,2017,0.0007704236777499,3,0,PCT
ADB:ARIC_DAF_FIN(1.0),A,RUS,OUT_PORTFOLIO_DEBT_INVSHARE,PER,2017,0.0387902855873108,3,0,PCT
ADB:ARIC_DAF_FIN(1.0),A,RUS,IN_PORTFOLIO_DEBT_INVSHARE,THA,2017,0.0214485283941031,3,0,PCT
ADB:ARIC_DAF_FIN(1.0),A,SIN,IN_PORTFOLIO_EQUITY_INVSHARE,IND,2017,0.0059718806296587,3,0,PCT
ADB:ARIC_DAF_FIN(1.0),A,SIN,IN_PORTFOLIO_DEBT_INVSHARE,INO,2017,0.3142887651920319,3,0,PCT
ADB:ARIC_DAF_FIN(1.0),A,SIN,IN_PORTFOLIO_DEBT_INVSHARE,KOR,2017,1.933887600898743,3,0,PCT
ADB:ARIC_DAF_FIN(1.0),A,SIN,OUT_PORTFOLIO_DEBT_INVSHARE,PAK,2017,0.0061529348604381,3,0,PCT
ADB:ARIC_DAF_FIN(1.0),A,SIN,IN_PORTFOLIO_DEBT_INVSHARE,PER,2017,0.0072089130990207,3,0,PCT
ADB:ARIC_DAF_FIN(1.0),A,SIN,OUT_PORTFOLIO_EQUITY_INVSHARE,PHI,2017,0.358968585729599,3,0,PCT
ADB:ARIC_DAF_FIN(1.0),A,SIN,IN_PORTFOLIO_EQUITY_INVSHARE,RUS,2017,0.0006365962908603,3,0,PCT
ADB:ARIC_DAF_FIN(1.0),A,SIN,IN_PORTFOLIO_DEBT_INVSHARE,USA,2017,18.06032562255859,3,0,PCT
ADB:ARIC_DAF_FIN(1.0),A,SRI,IN_PORTFOLIO_DEBT_INVSHARE,HKG,2017,2.172704219818115,3,0,PCT
ADB:ARIC_DAF_FIN(1.0),A,TAJ,IN_PORTFOLIO_DEBT_INVSHARE,KOR,2017,0.1243005320429802,3,0,PCT
ADB:ARIC_DAF_FIN(1.0),A,TAJ,IN_PORTFOLIO_DEBT_INVSHARE,USA,2017,11.68424987792969,3,0,PCT
